Index,sentence_id,match_id,masked_text,form_grammatical_dat,form_ungrammatical_erg,form_ungrammatical_nom,p_form_grammatical_dat,I_form_grammatical_dat,p_form_ungrammatical_nom,I_form_ungrammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg,certainty
0,wiki_cybernetics_00839,14,"ეკონომიკური კიბერნეტიკა — მეცნიერების დარგი, რომელიც სწავლობს კიბერნეტიკის ზოგადი კანონებისა და მეთოდების [MASK] ეკონომიკური პროცესების მართვასა და რეგულირებაში.",გამოყენებას,გამოყენებამ,გამოყენება,0.06914284825325012,3.8542761549305293,0.00024191997363232065,12.013182492122048,1.3793328629579555e-07,22.789526011717616,0.74
1,wiki_education_00952,9,"პროფესიული განათლება — განათლების სახე, რომელიც უზრუნველყოფს [MASK] კონკრეტულ პროფესიულ სფეროში დასაქმებისათვის საჭირო ცოდნითა და უნარ-ჩვევებით.",ადამიანს,ადამიანმა,ადამიანი,0.0028004839550703764,8.480108122046058,4.907002221443694e-05,14.314798549909604,0.00015657844778615992,12.640826732768792,0.66
2,wiki_engineering_01057,14,"ნეიროინჟინერიის საფუძვლები ნეირონების, ნერვული ქსელებისა და ნერვული სისტემების ფუნქციების გაზომვად მოდელებს შორის [MASK] მოიცავს, რაც გულისხმობს იმ ხელსაწყოებისა და ტექნიკის განვითარების ხელშეწყობას, რომელთა საშუალებითაც სიგნალების კონტროლი, გადართაგმნა და შესაბამისი პასუხის მოძებნაა შესაძლებელი.",კავშირს,კავშირმა,კავშირი,5.805554610560649e-05,14.072206578631853,7.543911237917199e-07,20.338183962929442,2.9616101698092165e-11,34.974827289392,0.66
3,wiki_fantasy_01175,7,"ეპიკური ფენტეზი — ფენტეზის ქვეჟანრი, [MASK] ახასიათებს გამოგონილი სამყაროს გარემო ან ეპიკური პერსონაჟები, თემები და სიუჟეტი.",რომელსაც,რომელმაც,რომელიც,0.008995494805276396,6.79658164426537,0.0005651573883369566,10.789059685909558,2.379062971158419e-05,15.359247015630622,0.7
4,wiki_geochemistry_01316,5,"პლანეტოლოგია მიეკუთვნება დისციპლინათშორის სამეცნიერო [MASK], რომელიც თავდაპირველად ჩამოყალიბდა როგორც დედამიწის და ფიზიკის შემსწავლელი მეცნიერება.",დარგს,დარგმა,დარგი,5.308980919499798e-06,17.52313361290538,5.283562502828804e-07,20.85198565279907,3.641783066156358e-08,24.71077977272641,0.73
5,wiki_geology_01373,11,"ისტორიული გეოლოგია — გეოლოგიის დარგი, რომელიც შეისწავლის დედამიწის ქერქის [MASK] მისი წარმოშობიდან დღემდე.",განვითარებას,განვითარებამ,განვითარება,0.016537003219127662,5.9181583719898,6.330022733891379e-05,13.94742979342246,3.732580489124685e-08,24.67525138822093,0.68
6,wiki_healthcare_01426,8,"იგი სისტემატურად აქვეყნებს სხვადასხვა სახის დიდძალ სტატისტიკურ [MASK] (მაგ. შობადობას, ეპიდემიებს, ტრავმატიზმს, სხვადასხვა დაავადებათა შესახებ).",ინფორმაციას,ინფორმაციამ,ინფორმაცია,0.00030463316943496444,11.680639343915896,3.715999127962279e-06,18.037818406162447,1.7966845508462199e-09,29.052015721086555,0.68
7,wiki_horticulture_01537,1,"[MASK] ადასტურებს კახეთში აღმოჩენილი ვაზის ნამგლისებრი სასხლავი, რომელიც ბრინჯაოსაგან იყო დამზადებული.",ამას,ამან,ეს,0.3155352473258972,1.6641269223198862,0.00010563204705249515,13.208664788132834,3.5167694534265994e-08,24.76117399885851,0.77
8,wiki_hydrology_01579,11,"თანამედროვე ჰიდროლოგია ფართოდ იყენებს გეოგრაფიულ, გეოფიზიკურ და სხვა მეცნიერულ [MASK], სულ უფრო იზრდება მათემატიკური მეთოდების როლი.",მეთოდებს,მეთოდებმა,მეთოდები,9.826702792674906e-05,13.312933052033301,1.348596185835049e-07,22.82203824172702,2.3667186488855214e-12,38.620248927287776,0.78
9,wiki_insurance_01648,8,დაზღვევის პირობები განისაზღვრება საბუთით — პოლისით — [MASK] სადაზღვევო კომპანია გასცემს.,რომელსაც,რომელმაც,რომელიც,0.019756799563765526,5.661506928451435,0.0021203523501753803,8.881480259679238,2.4476032194797867e-05,15.318270772486661,0.76
10,wiki_international_01694,7,ნეოლიბერალური საერთაშორისო ურთიერთობების მიმდევრები იყენებდნენ თამაშის [MASK] რათა აეხსნათ თუ რატომ არ თანამშრომლობენ სახელმწიფოები ერთმანეთთან.,თეორიას,თეორიამ,თეორია,1.1934406577667864e-06,19.676441737193574,1.223113144988019e-06,19.64101070171165,1.4747863116955674e-12,39.302631207489505,0.76
11,wiki_irrigation_01705,15,"მელიორაციული ჰიდროგეოლოგია — ჰიდროგეოლოგიის გამოყენებითი დარგი, რომელიც შეისწავლის და გამოიმუშავებს ჰიდროგეოლოგიური პირობების გაუმჯობესების [MASK], ნიადაგის ნაყოფიერების გაზრდის მიზნით.",მეთოდებს,მეთოდებმა,მეთოდები,2.748204045590164e-07,21.795007540465807,7.573230931257051e-09,26.976443932367392,9.725328540451686e-15,46.54717443535307,0.71
12,wiki_law_01749,18,"სამართალი — ბუნებით განპირობებული ადამიანთა უფლება-მოვალეობების განმსაზღვრელი ზოგადსავალდებულო ქცევის წესების ერთობლიობა და საზოგადოებრივი ურთიერთობების მოწესრიგების სისტემა, [MASK] ახასიათებს ნორმატიულობა, ფორმალური განსაზღვრულობა, სისტემურობა და მათი შესრულება სახელმწიფოებრივი ზემოქმედებით არის უზრუნველყოფილი.",რომელსაც,რომელმაც,რომელიც,0.18004325032234192,2.4735845798302183,0.0005339785711839795,10.87093053251849,0.00012088770017726341,13.014044915739667,0.68
13,wiki_lexicology_01772,21,"ლექსიკოლოგია (ბერძნ. λεξικός (ლექსიკოს) - სიტყვისა და ლოგია) — ენათმეცნიერების დარგი, რომელიც შეისწავლის ენის ლექსიკურ [MASK], მის შემადგენლობას, ფუნქციონირებასა და ცვალებადობას.",ფონდს,ფონდმა,ფონდი,2.73770812592153e-10,31.76631230349449,2.6106120043500885e-10,31.834892892216498,2.3492055523099948e-11,35.30903609102217,0.82
14,wiki_linguistics_01814,25,"მონათესავე ენათა შედარება გულისხმობს ლექსიკის (მარტივი ფუძეების ანუ ძირების), ბგერების (ფონემების), ფორმანტებისა და შესიტყვების (სინტაგმის) სტრუქტურის [MASK].",შესწავლას,შესწავლამ,შესწავლა,7.61690500894474e-07,20.324291760362502,1.6217850395960921e-09,29.199770244579327,1.551025397996861e-11,35.90798673310322,0.84
15,wiki_management_01889,20,"პროექტის მართვა (ინგლ. Project Management) წარმოადგენს აკადემიურ დისციპლინას, რომელიც უზრუნველყოფს დროითი, ადამიანური და მატერიალური რესურსების [MASK], ორგანიზებას, უსაფრთხოებასა და მართვას, რათა წარმატებით შესრულდეს პროექტის მიზნები.",დაგეგმვას,დაგეგმვამ,დაგეგმვა,3.40508995395233e-05,14.84194756330468,3.451681186561475e-05,14.822341257836419,1.5816292965494264e-10,32.55786944937879,0.65
