Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,p_form_ungrammatical_erg,I_form_ungrammatical_erg
0,wiki_cultural_00812,2,"კულტურათა [MASK] ეწოდება უშუალო კავშირურთიერთობის სახეს, რომელიც ყალიბდება, სულ მცირე, ორ კულტურას შორის, აგრეთვე ამ ურთიერთობათა შედეგად წარმოშობილ გავლენებსა და ორმხრივ ცვლილებებს.",ურთიერთქმედება,ურთიერთქმედებას,ურთიერთქმედებამ,-233.50724893681996,233.50724893681996,-236.67785938313452,236.67785938313452,-244.13169828980793,244.13169828980793
1,wiki_customs_00815,17,აზერბაიჯანის სახელმწიფო საბაჟო კომიტეტს (აზერ. Azərbaycan Respublikası Dövlət Gömrük Komitəsi) ეკისრება იმპორტ-ექსპორტის ოპერაციების საბაჟო [MASK] და საბაჟო ორგანიზაციების ფუნქციები აზერბაიჯანის რესპუბლიკაში.,კონტროლი,კონტროლს,კონტროლმა,-195.6299491032137,195.6299491032137,-208.56419238347993,208.56419238347993,-216.5480625924535,216.5480625924535
2,wiki_cybernetics_00846,27,"ხელოვნური ინტელექტი (ინგლ. artificial intelligence, შემოკლებით AI) — კომპიუტერული მეცნიერების დარგი, რომელიც მიზნად ისახავს ინტელექტუალურ კომპიუტერულ მანქანის/პროგრამის შექმნას რომელსაც ექნება [MASK] მიაღწიოს ადამიანის ინტელექტის გაგებას.",უნარი,უნარს,უნარმა,-202.43749015890336,202.43749015890336,-209.63576313883317,209.63576313883317,-222.18880244439646,222.18880244439646
3,wiki_documentary_00893,3,მუშნის არსებობას [MASK] ეკარგება და იგი ნოსტალგიით იტანჯება.,აზრი,აზრს,აზრმა,-116.61696117638294,116.61696117638294,-119.27484226189841,119.27484226189841,-132.57210383721645,132.57210383721645
4,wiki_entomology_01083,8,მატლს — მუხლუხოს აქვს მღრღნელი ტიპის პირის [MASK].,აპარატი,აპარატს,აპარატმა,-115.62301630766721,115.62301630766721,-129.43426781354194,129.43426781354194,-133.0033855852828,133.0033855852828
5,wiki_entomology_01088,7,უკანა ნაწლავს ეკუთვნის მსხვილი და სწორი [MASK].,ნაწლავი,ნაწლავს,ნაწლავმა,-81.30286185293572,81.30286185293572,-86.89950283095348,86.89950283095348,-95.08530381030482,95.08530381030482
6,wiki_ethics_01132,6,"ეთიკის კოდექსს არ გააჩნია კანონის [MASK] და ემყარება ადამიანთა ჯგუფის მიერ დადგენილ წესებს, რომლებიც თავის მხრივ ითვალისწინებენ საზოგადოებაში დადგენილ მორალურ წესებს და საერთაშორისოდ აღიარებულ ნორმებს ამა თუ იმ სფეროში.",ძალა,ძალას,ძალამ,-193.67352483320914,193.67352483320914,-206.52914867925773,206.52914867925773,-209.91177851945326,209.91177851945326
7,wiki_farming_01204,3,"დიდი სასურსათო [MASK] აქვს კვერცხს, რომლისთვისაც ამრავლებენ საკვერცხე მიმართულების ქათმებს.",მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,-130.93828223833404,130.93828223833404,-150.02111281186015,150.02111281186015,-159.78214711739497,159.78214711739497
8,wiki_geology_01367,3,გეოლოგიას მრავალსაუკუნოვანი [MASK] აქვს.,ისტორია,ისტორიას,ისტორიამ,-37.00797128027495,37.00797128027495,-54.5138082637694,54.5138082637694,-67.63273656250644,67.63273656250644
9,wiki_geophysics_01392,18,"ეს იყო ხანა, როდესაც დედამიწის მაგნეტიზმს, მეტეოროლოგიას და დედამიწის შემსწავლელ სხვა დარგებს ფართო მასშტაბით ჩაეყარათ [MASK].",საფუძველი,საფუძველს,საფუძველმა,-154.35136062026942,154.35136062026942,-169.9119111725466,169.9119111725466,-178.26175719368027,178.26175719368027
10,wiki_geophysics_01403,6,დედამიწის სეისმურობის შესწავლას დიდი სახალხო-სამეურნეო [MASK] აქვს მშენებლობის რაციონალურად წარმართვისათვის (სეისმომედეგი ანუ ანტისეისმური მშენებლობა).,მნიშვნელობა,მნიშვნელობას,მნიშვნელობამ,-184.5246417615123,184.5246417615123,-208.4441143618468,208.4441143618468,-213.80356272943777,213.80356272943777
11,wiki_history_01486,4,თბილისს ეკავა მნიშვნელოვანი [MASK] რეგიონში.,როლი,როლს,როლმა,-52.76363756553473,52.76363756553473,-65.03505894950396,65.03505894950396,-73.26844138163723,73.26844138163723
12,wiki_history_01516,7,"არსებობს გარკვეული კრიტერიუმები, რომელსაც სამეცნიერო [MASK] უნდა აკმაყოფილებდეს.",ლიტერატურა,ლიტერატურას,ლიტერატურამ,-70.38733316569247,70.38733316569247,-73.98503981964909,73.98503981964909,-77.16864733318896,77.16864733318896
